item_category,buy,cart,fav,pv
4104,0,0,0,2
4105,0,0,0,12
4107,1,2,0,18
4108,1,2,0,34
4110,36,45,31,1319
4111,74,263,127,4837
4112,5,38,11,358
4114,8,24,9,323
4115,9,15,7,172
4116,38,402,424,14358
4118,2,0,0,23
4119,6,5,1,104
4120,2,5,6,131
4121,1,1,1,24
4123,1,0,1,62
4124,0,0,0,8
4125,0,1,1,48
4126,0,0,0,6
4127,12,50,80,1496
4128,7,18,2,366
4129,2,0,4,256
4132,0,0,0,1
4135,0,0,0,9
4136,1,4,0,118
4137,0,0,0,1
4138,0,0,0,2
4140,0,2,2,53
4143,0,0,0,1
4146,0,0,0,10
4147,5,4,0,226
4148,0,0,0,3
4149,0,1,3,70
4153,38,67,42,1591
4154,1,6,2,214
4155,1,1,3,150
4156,6,9,4,521
4157,0,0,0,21
4159,13,37,33,1113
4160,1,0,2,88
4161,0,0,0,13
4162,1,5,4,191
4163,1,1,6,34
4164,4,7,5,321
4165,3,10,2,123
4166,0,0,0,2
4167,0,0,0,117
4170,0,0,0,3
4171,0,0,0,10
4172,5,5,0,360
4174,1,7,3,288
4176,0,0,0,4
4177,0,0,0,1
4179,7,15,13,553
4180,0,0,0,21
4181,39,87,5,973
4182,0,3,2,90
4183,0,2,3,59
4186,0,0,2,28
4187,0,0,0,3
4188,3,5,3,206
4190,84,165,143,5711
4191,5,13,30,640
4195,46,111,41,1449
4196,0,0,0,3
4197,9,4,5,410
4198,0,1,2,33
4200,2,0,1,31
4202,0,0,0,1
4203,0,0,0,30
4205,0,0,0,22
4210,14,40,19,1491
4212,1,6,3,138
4213,56,140,74,5368
4214,2,1,1,99
4215,0,1,0,78
4217,0,0,0,24
4218,0,0,0,1
4221,14,24,5,411
4223,1,0,0,14
4224,0,0,0,15
4225,1,2,3,105
4226,6,7,1,87
4227,11,15,6,341
4228,7,22,1,750
4230,23,45,9,1284
4234,4,5,4,164
4235,0,0,0,2
4236,0,0,0,9
4237,0,0,0,44
4238,0,0,1,49
4239,3,6,2,172
4240,1,4,0,101
4241,0,3,0,11
4242,0,0,0,1
4244,1,6,0,298
4245,224,684,159,16602
4246,0,1,3,50
4247,18,80,79,4234
4249,0,0,2,26
4250,71,165,123,3364
4251,1,1,9,217
4252,0,1,0,51
4254,20,152,171,7724
4255,0,0,0,3
4256,2,12,15,166
4259,1,1,4,57
4260,0,0,0,4
4264,212,770,453,21658
4265,0,0,0,2
4267,3,5,0,44
4268,0,4,0,125
4269,438,965,768,30314
4270,0,1,0,17
4271,2,6,2,53
4272,3,6,3,129
4273,25,82,20,1534
4274,14,38,11,492
4275,0,0,0,4
4276,85,42,30,2733
4277,0,0,1,12
4279,0,2,0,16
4280,36,78,47,2100
4281,2,1,0,43
4282,20,58,18,1607
4283,0,0,0,3
4284,0,0,1,17
4287,0,3,12,304
4288,3,5,2,159
4290,0,0,0,1
4292,0,0,0,1
4294,0,0,0,4
4295,6,41,65,1591
4296,49,602,869,33219
4297,0,0,0,6
4299,1,0,0,11
4301,5,3,5,211
4302,13,16,7,175
4303,17,49,49,1357
4305,0,0,0,2
4307,0,0,0,16
4309,2,2,2,181
4310,11,53,22,1056
4316,1,4,1,79
4317,0,0,0,5
4320,10,15,6,418
4322,32,127,45,3000
4323,1,1,3,250
4324,1,1,0,13
4326,0,0,0,2
4327,3,13,3,267
4329,83,120,26,2858
4330,0,0,0,2
4331,2,0,2,94
4332,0,0,0,3
4333,252,598,333,12166
4336,8,18,26,610
4338,0,1,1,91
4339,4,7,0,182
4340,0,0,0,4
4343,8,19,9,372
4344,0,0,0,7
4345,0,0,0,4
4348,29,47,5,785
4349,0,0,0,5
4350,3,8,1,128
4351,0,0,2,29
4352,0,0,0,4
4354,6,16,0,107
4356,1,8,0,120
4357,0,0,0,5
4358,0,0,0,2
4359,0,1,0,84
4360,2,0,2,61
4361,0,0,0,13
4362,0,0,0,14
4364,83,251,184,5218
4365,94,170,34,1847
4367,0,0,0,15
4368,0,0,0,5
4369,3,15,1,94
4370,775,3424,2481,115048
4371,19,109,26,2026
4372,23,59,22,957
4373,9,16,3,147
4374,2,3,6,88
4376,1,0,1,19
4378,0,0,0,5
4379,0,0,1,38
4380,0,0,0,8
4381,1,5,0,44
4382,51,53,17,2327
4383,1,3,2,101
4384,1,3,0,35
4385,11,15,2,213
4386,0,0,0,4
4387,24,53,17,1273
4388,3,6,1,106
4390,6,19,7,296
4391,5,6,6,309
4393,2,2,6,311
4394,6,1,1,87
4396,60,88,22,1642
4397,2,12,0,179
4399,0,0,0,3
4400,0,1,0,62
4401,1,0,0,17
4402,0,0,1,6
4403,0,0,0,4
4404,1,0,1,43
4405,42,102,43,2106
4406,0,0,0,5
4407,0,4,1,218
4408,1,0,5,35
4410,1,2,0,150
4411,9,9,2,140
4412,0,2,0,15
4413,0,0,0,1
4414,1,5,1,68
4415,6,15,6,199
4417,3,0,0,29
4418,0,0,0,4
4419,0,0,0,2
4422,11,19,5,712
4424,0,0,0,15
4426,0,1,0,15
4428,0,0,0,11
4429,0,0,0,58
4430,1,2,1,19
4431,0,1,1,253
4433,4,4,0,37
4435,91,76,68,4283
4437,5,9,65,568
4438,35,113,17,911
4439,27,71,14,493
4440,0,1,1,60
4441,0,3,0,87
4447,0,0,0,2
4449,0,1,1,98
4450,5,18,5,431
4452,0,0,0,3
4453,0,0,0,3
4455,19,41,29,953
4457,1,8,0,178
4461,1,6,1,150
4462,0,1,0,78
4464,5,9,5,275
4466,22,45,14,345
4467,0,0,2,129
4468,22,9,6,738
4469,6,0,1,31
4472,4,6,2,77
4474,1,4,1,163
4475,2,0,0,107
4479,4,9,1,194
4480,0,3,0,11
4483,0,0,0,4
4485,0,0,0,2
4487,0,0,0,17
4489,1,0,0,40
4491,0,3,1,59
4492,0,0,0,47
4493,1,4,0,24
4495,1,10,19,288
4497,0,3,0,19
4499,0,1,1,78
4500,1,1,0,73
4502,1,0,7,231
4503,0,0,0,2
4504,1,1,2,114
4505,6,21,27,2081
4507,0,0,0,2
4508,2,7,3,69
4510,16,31,18,787
4511,0,0,0,11
4512,1,3,3,74
4513,0,0,0,5
4514,0,0,2,25
4515,4,3,1,192
4520,34,173,131,5997
4521,0,1,2,63
4522,0,0,0,2
4523,0,0,0,1
4525,0,2,0,18
4527,2,0,0,2
4531,13,54,32,1412
4533,6,43,40,1671
4535,4,2,0,82
4537,3,38,72,4327
4539,10,42,19,918
4540,30,51,29,2119
4541,0,0,0,10
4542,0,0,0,6
4543,0,0,1,176
4544,1,1,0,66
4545,0,0,0,62
4547,0,0,0,3
4548,0,0,0,7
4549,9,14,4,519
4551,0,2,0,13
4552,0,0,0,2
4553,0,3,2,112
4554,2,4,1,221
4555,2,5,1,125
4556,0,1,1,158
4557,1,2,3,153
4559,7,11,6,515
4560,160,267,51,2108
4561,18,41,32,2544
4566,0,0,0,20
4567,0,1,0,86
4569,2,6,3,176
4571,0,0,0,5
4573,18,18,12,925
4576,1,7,13,235
4577,0,4,2,131
4578,1,4,0,58
4579,2,5,8,387
4580,1,1,0,22
4581,7,16,0,243
4582,94,334,361,13987
4583,70,201,18,1284
4584,70,155,164,9132
4587,1,1,0,33
4588,21,70,26,2921
4589,1,0,1,225
4591,2,2,0,40
4593,54,148,32,2134
4595,0,0,1,28
4596,2,1,1,22
4599,9,20,10,589
4600,0,1,0,18
4601,19,49,18,903
4602,26,39,6,500
4603,4,2,2,64
4604,0,0,0,56
4605,37,168,176,4791
4606,0,0,0,4
4609,16,23,2,741
4614,0,0,0,3
4615,0,2,0,3
4616,0,0,0,6
4617,0,0,0,5
4618,0,0,0,9
4621,3,6,0,115
4622,0,0,1,1
4625,11,59,36,4974
4627,35,73,11,1275
4632,2,4,0,73
4633,1,0,0,16
4635,0,0,0,1
4636,44,105,16,1742
4637,0,1,0,23
4638,3,8,5,281
4639,0,0,0,1
4640,119,408,352,19178
4641,0,0,0,104
4642,9,91,108,3808
4645,0,3,0,63
4646,0,1,0,11
4647,7,28,0,172
4649,1,3,2,37
4650,0,0,1,10
4651,1,22,35,1149
4652,0,0,0,9
4656,9,9,6,638
4657,2,1,4,485
4662,6,5,10,234
4663,4,5,0,188
4664,0,3,0,51
4667,0,1,0,105
4668,10,24,12,357
4670,55,154,97,3591
4672,0,0,0,23
4673,0,0,0,1
4674,0,2,1,38
4675,0,6,0,100
4676,246,805,779,40986
4677,60,109,22,2568
4679,3,5,4,363
4680,0,5,5,140
4683,0,1,0,52
4684,5,6,0,171
4688,14,44,18,1042
4690,35,54,14,1044
4691,0,3,8,101
4692,10,20,2,129
4694,0,0,0,1
4695,0,0,0,43
4696,3,3,0,42
4698,0,0,0,10
4699,0,0,0,10
4700,7,32,35,1527
4701,13,92,72,2917
4704,20,37,15,1728
4705,5,4,24,390
4706,5,17,7,712
4707,0,2,1,111
4709,6,57,90,2571
4710,0,1,0,22
4711,0,0,0,2
4713,0,9,5,196
4714,0,0,0,1
4715,0,0,0,4
4716,0,0,0,58
4717,0,0,0,5
4718,0,10,19,749
4720,0,3,0,19
4721,98,151,125,6970
4722,24,14,8,787
4723,0,0,0,9
4727,0,0,0,2
4728,2,5,4,172
4730,1,1,0,13
4731,0,0,1,14
4733,0,1,5,148
4736,0,0,0,1
4738,0,0,0,10
4739,47,97,22,1258
4742,0,1,0,14
4743,1,1,0,30
4745,1,0,0,16
4746,0,0,0,22
4747,101,226,156,5939
4748,1,1,0,42
4750,10,22,2,335
4751,39,57,4,486
4752,0,0,0,16
4753,21,93,69,5739
4754,2,8,2,140
4755,0,0,0,3
4757,0,0,0,2
4759,0,2,0,482
4760,0,0,0,3
4762,11,29,6,266
4763,1,0,0,73
4764,0,0,0,4
4765,0,0,0,6
4767,0,0,1,37
4768,3,9,16,306
4769,1,2,2,35
4770,0,0,0,32
4773,5,35,55,3332
4775,2,20,5,700
4776,52,15,1,665
4778,60,390,498,11312
4780,0,0,1,27
4781,1,7,18,1090
4785,0,0,0,24
4786,2,5,0,48
4788,0,0,0,3
4789,0,0,0,10
4790,0,0,0,5
4795,0,1,1,18
4796,0,0,0,6
4800,0,0,0,2
4804,0,1,0,9
4806,0,3,0,102
4807,20,51,14,676
4808,0,0,0,19
4810,0,0,0,10
4812,0,0,5,116
4813,16,10,2,380
4817,58,115,14,1414
4818,0,7,3,472
4819,1,3,2,110
4820,0,0,0,37
4821,1,2,1,40
4827,0,0,0,43
4830,67,471,431,19834
4832,19,45,23,1431
4833,1,1,1,35
4834,0,0,0,29
4835,0,0,0,1
4836,0,1,0,15
4837,18,44,4,568
4838,0,1,1,95
4839,3,7,7,240
4840,2,72,78,2544
4841,10,15,3,374
4842,0,1,0,43
4844,3,8,3,352
4845,0,0,2,67
4851,0,4,2,63
4852,0,0,0,1
4855,0,0,0,2
4856,0,1,0,9
4860,2,5,2,126
4862,0,0,0,1
4864,17,93,63,3017
4865,3,6,6,525
4867,0,0,1,68
4868,4,2,1,39
4869,30,47,7,860
4872,5,13,7,210
4873,0,0,0,5
4874,5,9,1,250
4875,0,0,0,40
4878,0,0,0,1
4880,11,24,7,590
4883,5,10,22,681
4885,0,0,0,2
4886,0,0,1,90
4888,2,3,2,44
4889,8,2,7,259
4894,0,0,0,5
4895,1,0,3,205
4896,0,0,0,3
4898,110,162,61,7215
4899,0,0,0,2
4900,0,0,0,6
4902,8,29,20,998
4904,0,0,0,11
4905,0,0,1,20
4907,0,0,0,41
4911,0,3,4,94
4912,0,2,0,31
4913,3,11,5,322
4914,0,3,0,64
4916,2,2,1,55
4918,0,0,0,8
4919,0,0,2,55
4920,0,0,1,8
4921,0,0,0,15
4923,1,15,19,908
4924,0,0,0,5
4925,0,9,3,281
4926,2,5,0,102
4927,3,6,3,252
4931,5,35,95,3407
4934,0,8,8,479
4936,1,4,0,70
4937,0,0,0,18
4938,0,2,0,93
4939,0,0,0,6
4940,0,0,0,52
4941,0,2,0,66
4942,0,0,0,1
4944,0,0,0,4
4947,0,0,0,1
4948,1,0,0,46
4949,15,36,21,1241
4951,0,0,0,5
4953,10,7,2,345
4954,21,63,40,2279
4955,0,1,0,38
4956,0,0,0,10
4959,3,3,0,63
4961,14,45,30,718
4962,32,54,52,1967
4963,43,30,5,700
4965,4,79,14,1213
4968,0,0,0,1
4970,0,0,0,61
4971,0,0,0,5
4972,0,1,0,1
4975,0,0,0,7
4978,0,0,0,3
4980,0,0,1,80
4981,0,0,0,11
4983,0,0,0,2
4984,1,22,31,1802
4985,2,1,0,29
4989,0,0,0,5
4990,7,7,1,96
4991,48,101,26,1243
4995,0,0,0,7
4996,0,3,19,673
4997,0,1,0,1
4998,24,57,15,852
4999,67,106,81,6526
5000,0,0,0,13
5002,67,71,32,2656
5003,0,1,0,19
5004,13,24,15,383
5005,0,0,0,4
5006,2,11,17,762
5008,2,1,1,12
5010,0,6,1,46
5012,0,0,0,27
5015,0,0,0,5
5016,4,11,2,592
5017,99,217,175,6775
5019,0,0,0,4
5022,1,5,1,96
5027,858,5564,6988,320870
5028,6,3,1,70
5029,0,0,0,4
5031,3,12,0,47
5032,1,3,2,58
5035,1,0,0,13
5037,8,13,43,1137
5039,0,0,0,10
5041,14,49,13,531
5045,0,0,0,8
5046,0,11,1,111
5047,0,1,2,48
5048,8,26,47,1140
5049,8,14,4,370
5051,8,24,17,852
5052,0,0,0,33
5053,9,4,1,224
5055,1,7,2,241
5057,6,40,24,847
5058,0,2,6,88
5059,0,0,0,20
5061,0,0,0,1
5062,2,4,2,24
5063,0,5,1,77
5065,66,110,57,2303
5066,0,0,1,20
5067,6,19,0,146
5068,0,0,1,30
5069,1,0,0,2
5071,0,0,0,1
5072,3,6,2,129
5073,3,10,7,363
5074,0,1,0,30
5076,0,0,0,1
5077,12,37,10,605
5078,0,0,0,6
5080,0,0,0,10
5081,0,6,8,893
5082,0,0,0,2
5083,0,1,0,12
5084,20,109,95,4423
5085,0,1,0,23
5087,0,0,0,9
5088,1,2,0,160
5089,0,0,1,5
5093,0,0,0,19
5094,0,0,0,2
5095,10,33,9,413
5097,0,1,0,33
5098,3,1,0,108
5099,0,4,0,28
5101,2,6,4,63
5102,7,26,6,361
5104,1,0,3,48
5105,1,1,0,2
5106,0,0,0,11
5109,3,2,1,47
5110,0,0,0,2
5112,1,4,0,28
5113,0,0,0,25
5114,9,37,22,1631
5115,5,18,1,272
5116,0,2,2,95
5118,11,20,4,272
5119,0,0,9,117
5122,2,8,0,64
5124,0,0,0,10
5126,2,1,1,20
5127,12,60,65,2632
5128,1,10,3,220
5132,9,7,10,167
5133,0,0,1,9
5135,1,3,1,189
5138,1,1,0,14
5139,0,4,0,43
5140,3,6,2,216
5141,10,29,34,2644
5143,1,11,0,65
5145,2,7,2,565
5146,2,6,9,258
5147,1,2,2,105
5148,0,1,0,14
5150,0,0,0,21
5152,0,0,0,1
5153,5,21,9,783
5154,0,2,0,27
5156,0,1,0,16
5163,2,5,1,63
5164,0,0,0,9
5165,21,53,19,987
5167,0,0,0,3
5169,0,0,0,85
5170,0,0,0,7
5171,0,0,6,129
5176,8,49,36,2339
5177,7,15,9,336
5180,0,0,0,1
5181,0,0,0,1
5182,0,1,0,52
5183,3,8,1,155
5184,0,0,0,2
5185,0,0,0,7
5186,21,17,5,714
5187,0,0,1,144
5190,1,5,1,32
5191,0,1,0,36
5192,0,0,0,2
5193,8,24,2,316
5194,0,0,0,2
5196,0,0,0,7
5198,2,9,2,136
5199,0,0,0,14
5200,0,0,6,12
5201,44,134,132,5148
5202,1,1,0,19
5203,0,0,1,159
5204,173,749,291,17332
5205,1,3,0,63
5206,5,9,8,330
5207,0,0,0,6
5208,9,22,2,199
5210,1,2,1,26
5211,0,0,0,11
5212,4,15,0,172
5213,0,0,0,2
5214,7,26,43,1434
5215,0,0,0,7
5218,1,1,1,58
5220,17,35,25,414
5221,0,0,0,4
5223,0,0,0,3
5224,0,0,0,7
5228,0,0,0,1
5229,11,28,12,517
5230,3,5,4,272
5231,3,9,0,83
5232,1611,4486,2597,135506
5233,0,1,1,81
5236,0,1,2,224
5238,0,0,0,3
5240,0,0,0,2
5241,0,0,0,10
5242,2,2,14,424
5243,0,0,0,1
5244,1,4,0,157
5245,0,1,0,10
5246,0,1,0,50
5247,0,0,0,3
5248,4,6,7,407
5249,2,20,14,735
5250,0,0,0,1
5251,0,6,1,28
5252,2,2,1,83
5254,2,10,2,184
5255,3,5,6,172
5256,0,0,0,2
5258,0,6,7,731
5259,1,8,1,74
5260,0,0,0,69
5261,0,0,0,1
5263,46,128,54,9268
5264,12,12,18,900
5265,4,5,2,195
5266,2,23,20,784
5267,0,0,0,11
5268,0,0,0,17
5269,9,24,56,887
5271,339,1603,1484,64097
5273,158,390,136,10978
5274,0,0,1,6
5275,0,0,0,31
5276,12,26,37,999
5279,1,1,0,3
5280,0,1,0,21
5281,0,11,9,246
5283,0,0,0,116
5285,0,0,0,4
5287,1,0,0,20
5288,0,0,1,11
5289,0,0,0,3
5291,0,2,0,73
5294,0,0,0,1
5295,0,0,0,8
5297,0,2,0,17
5299,0,0,0,5
5300,0,0,0,2
5304,4,6,2,221
5307,0,0,0,1
5308,10,31,17,619
5309,7,41,18,469
5312,0,0,0,1
5313,0,3,0,32
5315,6,0,0,71
5316,0,0,2,33
5319,78,188,30,1571
5320,15,37,20,1807
5321,0,0,0,10
5322,1,0,0,8
5323,0,0,4,65
5324,33,76,17,873
5326,0,0,3,29
5329,10,20,29,1327
5330,0,0,0,18
5332,10,45,30,1880
5334,57,0,8,830
5336,0,0,0,22
5337,0,0,0,32
5338,1,1,0,43
5340,13,34,29,1060
5341,1,0,0,33
5343,2,4,0,43
5344,0,0,0,9
5345,0,1,0,10
5346,0,0,1,65
5348,1,1,2,154
5350,1,1,1,139
5351,14,40,12,1896
5352,0,0,1,17
5354,23,49,42,1742
5355,0,1,2,192
5358,1,2,4,270
5360,14,46,19,2367
5361,0,0,0,2
5362,0,0,0,4
5363,1,0,0,124
5365,5,8,3,227
5366,0,0,0,8
5368,0,0,0,9
5369,29,38,13,776
5372,24,19,25,1123
5373,0,0,0,4
5374,0,0,0,2
5376,39,143,147,6249
5377,0,0,2,37
5379,13,13,1,107
5381,6,26,7,330
5383,5,6,8,258
5385,0,0,0,2
5386,0,0,0,2
5387,1,0,0,35
5388,219,813,545,26943
5389,0,0,0,8
5391,1,0,0,33
5392,4,4,1,58
5395,162,1719,1915,93082
5397,1,0,0,64
5399,1054,5430,6616,268639
5400,1,6,1,72
5401,0,1,0,32
5402,4,8,0,139
5403,1,1,0,132
5404,1,0,0,9
5405,4,9,0,124
5406,1,0,2,389
5407,0,5,13,1232
5408,0,2,0,14
5409,0,0,0,8
5411,0,0,0,62
5412,2,15,9,140
5413,1,2,1,36
5414,0,1,0,7
5417,0,3,0,6
5418,0,3,1,140
5419,0,0,0,1
5421,0,0,0,11
5423,0,0,0,4
5424,0,0,0,9
5426,18,20,9,529
5427,0,0,0,2
5428,2,2,2,31
5430,16,36,18,675
5431,0,2,0,45
5432,2,6,0,38
5434,0,0,0,5
5437,10,21,5,159
5438,6,18,3,595
5443,1,4,3,48
5444,51,61,15,1155
5445,0,9,0,106
5446,25,71,16,1553
5447,32,78,31,1384
5448,1,4,0,32
5449,3,17,7,435
5452,1,4,0,41
5453,14,23,1,200
5454,119,381,178,6558
5456,0,0,0,29
5457,0,0,0,21
5458,2,7,1,122
5459,0,0,0,4
5462,0,0,0,12
5466,53,117,34,1590
5467,0,0,0,2
5468,320,699,288,18142
5470,0,0,0,14
5471,0,1,0,27
5473,0,0,3,190
5474,0,0,2,37
5475,6,2,10,256
5476,0,0,0,16
5477,30,68,36,2621
5478,4,15,3,160
5479,1,2,0,17
5480,12,52,21,3214
5481,0,1,3,34
5482,1,0,0,30
5483,0,0,0,4
5486,1,3,0,15
5487,0,0,0,2
5488,0,2,0,16
5489,6,28,22,670
5491,3,11,17,452
5492,33,39,13,2522
5494,25,53,54,1946
5495,1,4,2,51
5497,0,0,0,85
5498,0,0,0,2
5500,0,0,0,5
5501,0,0,0,4
5503,328,1682,1944,68811
5507,0,0,0,2
5508,0,0,0,8
5509,0,1,0,2
5510,0,0,0,4
5511,0,0,0,8
5513,52,189,179,6173
5514,0,12,9,859
5515,19,53,22,735
5516,0,0,5,270
5517,0,2,1,57
5518,0,0,0,17
5519,0,2,0,8
5522,23,55,27,1325
5523,10,20,3,270
5524,0,0,0,3
5525,5,7,8,250
5527,0,0,0,8
5530,0,0,1,17
5531,0,0,0,2
5533,167,263,63,7468
5534,0,0,0,3
5537,0,0,0,6
5538,4,12,11,257
5539,0,0,0,19
5541,0,0,1,17
5543,3,15,12,510
5545,0,2,2,101
5546,0,0,0,4
5547,0,0,0,3
5548,0,0,0,20
5550,207,232,88,5583
5553,54,117,107,4618
5554,20,0,2,248
5555,0,1,0,12
5556,1,5,1,104
5558,18,42,18,878
5560,0,0,1,19
5565,1,8,3,230
5566,17,42,27,670
5568,0,2,3,82
5569,9,24,18,701
5570,4,8,1,161
5571,19,83,89,7188
5573,1,1,0,112
5576,7,10,0,220
5578,19,63,13,872
5579,13,51,12,833
5581,7,7,6,392
5583,0,1,1,9
5584,0,0,0,3
5585,0,0,0,9
5586,8,11,1,90
5589,0,5,4,867
5590,2,6,4,236
5591,17,30,8,417
5594,0,1,1,10
5595,2,7,3,202
5599,15,12,7,817
5600,46,35,19,2698
5602,12,10,7,387
5604,13,58,22,893
5605,0,0,0,7
5606,0,0,0,2
5607,0,0,0,7
5609,1,1,0,2
5611,4,14,7,473
5614,0,0,2,42
5615,0,0,0,2
5617,0,0,0,16
5618,27,49,16,627
5619,0,0,0,19
5620,0,0,0,12
5621,0,0,0,2
5622,4,11,29,1025
5623,218,369,126,6733
5625,32,71,36,2013
5626,2,1,2,37
5628,4,1,0,87
5631,16,36,13,584
5632,0,0,0,4
5635,11,33,2,992
5637,5,16,4,360
5639,0,1,0,51
5640,7,8,1,119
5641,1,1,0,35
5643,0,20,31,1275
5646,13,19,3,320
5647,3,13,13,401
5648,15,18,11,277
5649,104,290,57,1950
5650,0,0,3,168
5652,0,0,0,3
5653,61,433,705,27559
5655,6,8,5,215
5656,0,1,0,3
5659,0,0,0,1
5660,0,0,0,10
5661,122,205,95,2848
5663,0,0,0,3
5664,0,0,0,72
5668,4,16,22,656
5671,0,0,0,9
5672,0,0,0,17
5677,2,18,2,215
5678,1,0,4,695
5680,0,0,0,32
5684,6,4,2,88
5686,19,23,10,732
5687,7,12,10,250
5688,1,5,1,83
5689,563,2861,2908,109697
5692,19,81,34,1047
5693,21,35,13,771
5695,0,0,0,1
5699,30,173,99,5084
5700,0,1,0,66
5701,22,52,30,1659
5703,0,0,0,25
5704,5,9,0,182
5705,1,2,2,70
5706,16,24,8,675
5710,2,1,0,29
5711,10,44,9,535
5712,0,3,5,1274
5713,0,0,0,1
5714,0,0,0,1
5715,4,19,4,177
5716,1,0,0,36
5717,7,19,0,99
5719,25,26,34,641
5721,6,7,1,164
5725,0,0,0,17
5726,3,11,0,88
5727,25,129,100,5308
5728,0,7,1,180
5729,4,15,11,544
5732,2,6,11,463
5733,0,0,0,9
5734,0,0,0,2
5739,3,0,4,114
5742,0,0,0,25
5743,0,3,2,74
5744,3,7,1,128
5745,4,4,0,263
5746,52,98,4,593
5747,0,1,0,8
5748,0,0,0,3
5749,42,422,382,18681
5751,306,505,185,6087
5752,15,82,118,3227
5754,0,5,1,79
5755,5,3,0,95
5757,0,0,0,12
5758,0,4,0,26
5761,5,31,20,689
5762,1,0,1,39
5763,4,11,7,515
5764,1,1,0,26
5765,0,1,2,101
5767,0,0,0,9
5768,1,6,0,44
5771,2,18,37,528
5772,0,0,0,3
5773,0,16,3,647
5774,7,11,1,445
5775,0,0,0,2
5777,0,0,0,3
5778,0,0,0,9
5783,0,2,2,52
5784,0,3,2,52
5785,0,0,0,8
5789,0,0,0,6
5792,2,9,0,82
5794,1,6,9,258
5795,5,2,0,88
5798,0,0,0,9
5799,0,0,0,22
5800,5,16,1,197
5801,14,55,17,1560
5802,3,17,4,402
5803,0,0,0,18
5805,2,8,6,163
5806,5,1,0,24
5809,15,51,60,4096
5812,0,0,0,5
5813,3,1,0,100
5814,14,8,5,103
5816,4,8,2,24
5817,2,5,1,299
5819,1,1,1,45
5821,2,6,0,93
5822,25,78,45,4083
5823,0,0,0,5
5824,7,11,4,946
5825,0,0,1,50
5826,0,0,0,25
5827,16,22,4,313
5828,0,0,3,10
5829,18,33,9,599
5830,0,0,0,17
5831,0,0,0,3
5833,0,0,0,2
5835,4,4,0,17
5836,2,5,3,109
5838,5,23,1,190
5840,0,1,0,5
5842,17,16,17,1048
5844,10,8,8,205
5845,4,5,0,106
5847,0,0,0,4
5849,0,0,0,3
5851,1,0,0,12
5854,0,0,0,1
5855,0,0,0,37
5856,3,1,1,65
5857,1,6,19,286
5859,1,2,1,50
5861,0,0,1,10
5862,1,3,2,116
5865,6,7,10,467
5867,91,510,530,15809
5868,1,0,0,9
5869,12,24,3,403
5870,0,0,0,2
5871,0,1,0,76
5876,0,0,0,19
5877,0,0,1,17
5878,7,30,11,1482
5879,25,30,12,1250
5880,0,0,0,16
5881,13,38,62,1160
5882,0,0,0,4
5884,3,0,2,278
5885,0,0,0,5
5886,0,0,0,5
5889,3,6,3,353
5890,0,0,0,1
5891,0,0,0,6
5892,15,23,4,396
5893,2,2,0,36
5894,958,6615,7850,314784
5895,0,0,0,1
5897,20,19,2,336
5898,27,81,23,1254
5899,15,29,23,1347
5900,13,32,6,434
5901,4,5,8,336
5902,0,0,1,50
5903,2,0,0,87
5904,0,1,0,20
5906,8,10,4,212
5908,114,419,245,11270
5909,2,2,1,40
5910,1,0,1,66
5913,3,4,0,155
5914,0,0,0,3
5915,51,115,45,1772
5917,0,0,0,13
5919,70,0,2,1011
5920,4,9,1,245
5927,12,26,7,551
5928,3,24,5,322
5930,11,50,16,1172
5931,0,0,0,65
5932,12,42,16,2187
5936,2,0,0,30
5937,7,9,0,152
5938,0,0,0,51
5939,0,0,0,2
5940,0,1,0,22
5942,6,30,12,434
5943,3,5,8,88
5944,79,237,85,3358
5946,0,0,0,29
5947,5,14,0,103
5951,4,45,64,3164
5952,3,6,1,250
5956,6,15,0,167
5957,2,3,0,35
5959,1,4,0,121
5960,1,0,1,31
5962,8,12,7,1045
5963,5,14,2,148
5964,11,18,7,353
5966,0,0,0,13
5967,1,0,0,56
5970,0,2,0,52
5972,0,0,0,24
5974,0,1,1,25
5975,0,0,1,5
5977,0,0,0,6
5978,0,0,0,10
5979,0,0,6,210
5980,2,7,0,67
5981,17,77,39,1890
5984,3,2,3,121
5985,31,68,9,1214
5986,2,20,8,359
5987,5,9,6,409
5988,35,64,20,1781
5990,0,0,0,1
5991,7,9,1,230
5992,0,1,0,2
5993,86,203,106,5014
5994,0,0,0,33
5996,0,0,2,13
5997,0,0,0,1
5998,14,48,11,577
5999,1,0,1,56
6000,301,1266,876,105163
6002,0,0,0,7
6003,0,0,0,7
6004,0,1,2,106
6007,2,2,2,165
6009,7,6,2,191
6010,3,14,5,273
6012,0,0,3,82
6015,33,69,13,860
6017,7,19,3,255
6018,0,2,2,76
6019,2,6,2,132
6020,64,131,36,2209
6021,2,1,0,130
6023,0,0,0,2
6025,0,0,0,1
6026,0,0,0,30
6029,1,0,0,15
6030,1,0,0,80
6031,0,1,3,43
6035,6,8,2,327
6036,0,0,0,1
6037,3,5,0,60
6040,6,3,6,285
6044,0,0,0,1
6045,123,202,106,3938
6046,0,0,1,80
6047,0,0,0,14
6048,10,14,13,362
6050,0,0,0,13
6051,0,0,0,4
6052,2,11,8,316
6054,374,1592,2168,73914
6057,0,0,0,19
6058,8,57,48,2862
6059,32,77,34,1723
6060,5,46,27,1254
6061,0,0,0,2
6063,0,0,1,8
