item_category,total_interaction_count,unique_user_count,unique_item_count
8419,221,41,94
8711,221,34,62
10111,220,56,67
13923,220,34,86
6230,220,38,67
11791,220,21,85
3647,220,26,74
14049,220,19,68
5838,219,28,69
5800,219,14,51
3006,219,30,42
9515,219,50,59
11185,219,43,76
3170,219,50,44
13223,218,28,54
3086,218,73,34
4188,217,29,80
6200,217,47,59
12859,217,34,61
5979,216,31,36
7804,216,63,71
1463,216,74,67
2517,216,32,99
7822,216,28,38
3430,216,13,57
10282,216,25,74
536,215,52,78
11121,215,33,92
6762,215,51,67
1928,214,36,77
5595,214,47,76
11579,214,27,71
885,214,50,36
6506,214,31,79
2343,214,67,55
8072,213,45,79
8830,213,17,72
8527,213,30,74
7807,213,28,99
13055,213,40,56
6922,213,26,63
3435,212,29,75
13873,212,73,42
13361,212,47,75
2702,212,60,64
3756,212,22,61
2288,211,41,104
11966,211,39,70
11845,211,15,59
12458,211,28,65
1249,211,25,67
4302,211,52,72
2410,211,39,46
12357,210,23,67
13200,210,42,72
9373,210,37,52
4713,210,33,75
309,210,62,66
12844,210,34,105
3254,210,32,90
3482,209,69,36
11480,209,43,85
4895,209,34,84
8836,209,45,59
3391,209,29,68
8608,208,69,66
9850,208,33,57
6479,208,35,69
4479,208,32,68
1758,207,41,43
10329,207,25,61
12856,207,29,77
4647,207,42,45
8121,207,27,68
7680,207,24,43
10565,207,45,83
11150,207,23,55
1234,207,50,54
1530,207,31,63
9350,207,24,63
7030,207,42,108
13612,207,64,66
3732,206,21,64
2603,206,33,91
10073,206,46,49
7125,206,24,37
5265,206,44,83
6009,206,18,62
10556,206,60,58
4010,205,24,59
659,205,23,83
6429,205,49,43
13287,205,10,69
9934,205,59,66
7738,205,31,82
8465,204,42,78
10566,204,22,75
6348,204,34,59
5715,204,54,77
4115,203,43,45
11298,203,74,60
865,203,31,77
3555,203,37,62
10206,203,47,50
6908,203,29,71
14066,202,65,71
2671,202,28,59
147,202,37,69
9533,202,15,50
12631,202,27,61
11950,202,57,85
11647,202,23,77
7506,201,33,69
3678,201,53,56
1353,201,32,55
4162,201,69,75
9416,201,43,35
3137,200,41,62
13797,200,37,69
2637,200,35,62
10554,200,31,90
4004,200,47,65
11693,200,43,76
2688,200,21,73
1961,200,34,68
6583,200,43,50
1301,200,38,63
1305,200,38,60
270,200,52,35
4515,200,45,49
10038,200,23,83
8782,199,17,61
11803,199,42,82
12840,199,63,77
9081,199,9,51
8870,199,32,93
13179,199,9,59
12801,199,22,53
5254,198,29,77
9151,198,28,63
13214,198,30,58
9319,198,61,86
9812,198,15,43
6165,198,31,96
8038,198,15,75
7851,198,35,54
13742,197,19,53
6146,197,30,43
11427,197,33,57
4663,197,28,48
11300,197,40,61
7996,197,18,68
2817,197,80,69
11513,197,61,57
11888,197,61,59
1473,197,20,63
9478,197,42,55
2205,196,7,69
1886,196,66,78
3287,196,52,90
5704,196,51,73
5437,195,53,62
5355,195,57,85
13623,195,33,56
4256,195,35,67
8114,195,38,87
13377,194,45,67
5135,194,55,55
4045,194,40,59
11947,194,15,68
11486,194,33,90
4397,193,25,71
5473,193,40,61
8469,193,17,120
4339,193,42,75
1501,193,49,55
5132,193,23,64
6455,193,14,82
13135,192,50,59
1412,192,20,50
10134,192,46,63
9383,192,31,68
12074,192,22,83
9432,192,43,47
3428,191,40,52
9189,191,38,40
5212,191,42,40
3449,191,33,72
10638,191,41,43
1227,191,38,67
10635,191,37,54
2989,190,41,62
1106,190,67,33
13359,190,52,59
3674,190,29,52
1959,190,7,45
13868,190,20,84
9682,190,38,50
6143,189,37,55
2762,189,30,44
5956,188,22,63
5728,188,40,66
12096,188,28,29
1971,188,30,80
12331,187,59,99
7512,187,59,55
2197,187,46,46
8248,187,32,75
4569,187,20,47
4457,187,18,68
12129,187,27,53
4309,187,39,68
5255,186,26,48
2085,186,24,53
8460,186,59,44
6419,186,13,42
1820,186,26,56
7192,185,28,44
9622,185,22,36
12423,185,45,45
13855,185,32,57
1420,184,49,45
9674,184,17,59
13745,183,27,71
4239,183,37,57
7121,183,19,40
4728,183,20,46
10927,183,13,47
4684,182,48,58
9085,182,15,55
12003,182,31,53
8822,182,20,38
507,182,54,55
12710,182,41,54
3382,182,29,65
6993,182,55,61
5478,182,34,49
9153,182,31,84
7465,182,24,75
35,181,40,77
11597,181,22,54
9136,181,42,83
7883,181,41,49
12739,181,23,49
10405,180,23,46
10527,180,27,47
1762,180,31,69
3626,180,53,42
11201,180,14,67
5805,179,31,61
878,179,45,55
2542,179,45,63
435,179,29,58
2662,179,10,48
2657,179,43,35
7009,179,36,62
9493,179,16,48
13159,178,19,50
6938,178,36,53
12113,178,64,58
6192,178,31,45
5721,178,68,56
8810,178,40,34
834,177,10,51
4543,177,11,122
13856,177,29,30
9111,177,34,55
4234,177,32,48
13804,177,45,62
13452,177,40,61
2102,177,36,63
2007,177,32,53
2156,176,39,64
12985,176,42,61
930,176,39,57
2720,176,32,57
3534,176,43,55
7361,176,24,66
11703,176,37,60
4373,175,40,48
13514,175,28,50
3403,175,22,41
7956,175,44,51
9885,175,48,68
8909,174,38,56
5570,174,29,40
9080,174,51,53
10082,174,22,43
9558,174,54,60
7613,173,41,61
2555,173,20,64
7769,173,56,79
4087,173,35,42
11214,173,28,67
12860,172,33,61
2851,172,41,58
13865,172,36,58
5650,171,36,36
11403,171,27,48
14017,171,41,59
7362,171,45,49
1815,171,16,67
2238,171,10,36
12054,171,22,60
5067,171,35,48
6007,171,27,80
12814,171,19,59
6638,170,35,46
8210,170,31,58
10679,170,27,50
11093,170,21,55
8124,170,36,44
3738,170,17,53
620,169,47,49
2848,169,41,51
4064,169,32,62
13040,169,25,43
11882,169,54,59
4288,169,15,43
13165,169,19,57
7614,169,28,61
4474,169,39,53
5963,169,29,42
329,168,23,67
9490,168,22,36
1867,168,8,46
11443,168,28,22
5937,168,33,44
1087,168,36,32
2566,168,18,56
10144,168,28,74
7533,168,8,46
13242,168,13,54
564,167,23,35
12297,167,4,71
5183,167,47,59
2089,167,45,59
3929,167,35,35
3872,167,56,28
13496,167,28,50
7522,166,28,60
1824,166,24,50
6134,166,21,33
544,166,65,57
8897,166,21,53
5412,166,55,51
6534,165,19,53
13859,165,28,53
6243,165,44,55
9542,165,8,40
12202,165,55,45
1941,165,37,46
7094,165,28,54
2178,164,14,32
13051,164,21,66
11528,164,8,119
13001,164,34,32
1193,164,49,53
8311,164,31,35
11519,164,26,54
3622,164,19,67
10254,163,35,47
9430,163,45,69
1140,163,21,62
5088,163,23,40
5244,162,8,43
7859,162,26,51
5913,162,37,34
13376,162,42,60
7915,162,73,18
8362,162,12,92
12491,161,23,31
4692,161,12,42
10347,161,21,49
8078,161,23,69
10649,161,29,42
12641,160,11,46
11773,160,36,52
8615,160,42,53
8772,160,18,48
3180,160,46,39
8468,160,39,46
8702,160,26,43
13352,160,30,63
12299,160,34,41
10284,160,20,68
12356,160,42,52
4556,160,24,102
9499,160,34,43
4411,160,11,33
5203,160,36,42
2788,160,48,44
11689,159,14,32
1806,159,23,35
4557,159,40,57
1675,159,36,34
7669,159,47,59
12085,159,15,50
21,159,22,69
10486,159,21,43
13789,158,26,39
5348,158,14,48
9633,158,27,55
10101,158,20,40
633,158,31,58
4461,158,17,49
11081,158,47,42
1811,158,42,52
7480,158,33,65
938,158,17,64
687,157,32,47
2494,157,23,45
1832,157,9,36
4072,157,24,53
8742,157,41,73
2369,157,12,68
9556,157,43,42
9443,157,17,47
11932,156,26,63
11603,156,22,53
7685,156,35,57
11101,156,14,43
4050,155,22,36
11939,155,16,31
4155,155,37,51
10730,155,32,73
8425,155,29,56
10245,155,34,58
7367,155,28,35
4733,154,52,55
1092,154,36,38
7674,154,24,64
3023,154,31,56
8031,153,31,47
11272,153,25,47
7015,153,22,57
4410,153,49,58
11502,153,43,56
8474,152,9,51
116,152,13,64
1556,152,45,34
8904,152,19,39
9211,152,30,25
9218,152,30,48
2914,152,39,41
4754,152,49,36
9366,152,55,83
11886,152,15,61
8139,152,32,52
9152,152,38,34
6933,151,32,65
5402,151,15,55
13939,151,13,53
3400,151,24,50
7136,151,9,44
3973,151,33,34
3421,150,23,45
10879,150,21,48
9647,150,23,59
1512,150,11,43
2493,150,35,41
57,150,23,55
7872,150,22,47
9991,150,38,58
4680,150,27,40
2120,150,25,57
1801,150,18,44
11430,150,36,43
6874,150,40,50
12796,149,28,45
13764,149,54,27
11474,149,49,22
524,149,29,77
5198,149,12,40
3335,149,15,44
443,149,28,59
3500,149,14,52
11657,149,40,65
2117,149,27,48
9025,148,36,53
7170,148,28,44
11813,148,15,45
4212,148,43,51
11861,147,21,41
7873,147,26,48
969,147,10,49
1279,147,34,52
8439,147,43,21
12091,147,26,51
11090,147,43,64
637,147,27,46
4066,147,32,57
1555,147,35,28
11239,147,34,55
6115,147,20,65
13685,146,18,30
13943,146,21,52
10876,146,11,47
8777,146,33,36
6882,146,11,51
7904,146,39,44
11818,146,39,41
7994,146,25,46
13748,146,12,50
6077,145,40,47
5187,145,7,71
10615,145,28,42
11434,144,12,59
7442,144,18,32
34,144,24,53
7591,144,27,44
9206,144,42,52
3653,144,25,61
3026,144,35,54
4120,144,51,27
13879,144,30,45
5418,144,18,68
9687,143,9,34
9862,143,29,49
6368,143,29,28
772,143,36,51
13961,143,19,50
2834,143,6,31
6890,142,43,38
6969,142,34,36
11811,142,36,62
5350,142,56,62
6019,142,18,45
11399,142,19,46
8985,141,16,40
1171,141,9,62
3777,141,16,60
984,141,17,38
11346,141,24,47
6097,141,42,36
13505,141,18,38
4272,141,30,36
12999,140,27,29
5072,140,24,50
7201,140,29,43
4350,140,26,39
2747,140,38,37
7897,140,36,46
8851,140,23,61
13134,140,40,36
12731,140,26,49
12936,139,24,52
7844,139,37,51
5744,139,13,32
11345,139,37,42
9098,139,41,31
11014,139,23,55
11250,139,35,53
692,139,26,50
13560,139,31,38
3593,139,22,67
13447,139,40,29
9708,139,22,44
8625,139,23,40
10145,139,34,27
7763,138,20,55
13254,138,41,55
9332,138,15,41
11321,138,28,49
9273,138,19,48
4165,138,33,39
9586,138,37,70
13212,138,29,32
623,138,38,38
9773,137,13,72
13913,137,18,37
4577,137,37,46
2306,137,21,41
5405,137,11,32
11521,137,27,38
7514,137,45,39
3828,137,17,37
6544,137,25,60
10053,137,19,47
6120,137,36,46
2097,137,34,50
2727,137,16,42
13860,136,21,53
3855,136,27,49
398,136,23,37
8676,136,26,36
1149,136,22,45
9271,136,44,52
907,136,22,50
12651,136,16,58
13737,136,22,37
12934,136,30,43
5171,135,18,52
2316,135,17,35
1257,135,24,53
11078,135,27,32
6844,135,37,59
1354,135,10,50
1890,135,14,32
3567,135,33,72
5640,135,23,41
11933,135,34,48
11836,135,42,55
4860,135,14,40
2227,135,22,46
9765,135,33,49
1209,135,27,51
13808,134,17,57
6450,134,25,59
12990,134,31,33
11779,134,28,43
2717,134,26,41
4035,134,26,52
5379,134,19,26
7843,134,31,43
11360,134,19,39
11395,134,26,44
7411,134,37,43
10309,134,22,42
12835,134,34,35
9728,134,19,36
5403,134,17,59
3602,133,18,30
12905,133,27,28
6021,133,41,39
10618,133,29,39
4555,133,30,36
10078,133,26,56
12885,133,18,36
8939,133,23,40
1871,133,16,36
7148,133,38,38
13103,133,17,55
13369,132,13,40
11205,132,30,47
715,132,24,42
3096,132,16,46
8025,132,25,41
6866,132,8,34
5458,132,34,49
8715,131,47,52
13483,131,37,32
12666,131,30,29
6931,131,44,52
12105,131,41,29
4467,131,23,49
9930,131,34,56
6175,131,20,52
13366,131,20,50
12545,130,17,32
11200,130,37,59
7412,130,15,47
5814,130,11,36
6968,130,16,37
4354,129,31,45
1404,129,16,36
216,129,15,31
12339,129,26,39
4356,129,14,46
4268,129,15,56
7954,129,48,49
271,129,29,41
7487,129,39,44
10310,129,11,54
718,129,21,47
2348,129,46,38
5984,129,29,25
13954,129,17,44
2322,129,18,34
8501,129,47,24
12698,129,8,37
6505,128,14,38
2615,128,26,47
1366,128,23,30
8855,128,23,33
6265,128,26,47
10874,128,22,46
10522,128,14,51
3813,128,34,42
9004,128,17,49
2774,128,50,79
7697,128,36,41
3915,128,37,47
13236,127,50,10
11696,127,30,48
6308,127,24,44
3697,127,5,49
8067,127,31,34
2678,127,15,28
7237,126,29,53
5119,126,3,76
7010,126,29,15
11624,126,14,32
8827,126,37,37
3618,126,17,41
11585,126,20,42
1580,126,13,47
9209,126,24,23
1349,126,11,34
9600,126,4,53
9088,126,34,45
5959,126,18,41
12678,125,14,33
2623,125,28,25
3478,125,25,43
13637,125,11,38
5717,125,26,40
8242,125,14,32
2946,125,10,42
5363,125,28,44
944,125,37,50
413,124,26,43
4621,124,25,51
13291,124,20,40
12522,124,24,52
4083,124,44,35
9220,124,29,31
7548,124,24,36
11835,124,22,43
46,124,24,46
3775,124,41,41
9680,124,25,51
4037,124,16,60
11825,124,32,23
7357,124,23,28
11226,124,22,47
8574,124,9,41
5046,123,27,43
472,123,16,32
4136,123,34,43
11141,123,12,37
10247,123,33,45
9456,123,39,39
7087,123,16,21
6929,123,26,47
2278,123,29,37
6712,123,42,50
3530,123,25,44
7785,123,27,43
7519,122,21,40
9459,122,34,50
1626,122,27,40
11384,122,27,44
5862,122,24,36
7309,122,11,29
9848,122,15,57
8138,122,25,50
12058,122,21,39
5947,122,4,24
10773,122,24,32
5739,121,26,53
10352,121,8,41
234,121,36,49
208,121,10,38
7363,121,14,45
582,121,25,50
2861,121,34,45
9797,121,17,48
13475,121,24,51
4812,121,47,16
11765,121,7,35
11428,121,36,54
7593,120,26,44
7319,120,32,40
1212,120,25,45
8143,120,9,54
11009,120,27,32
8606,120,43,46
12035,120,46,24
11161,120,36,17
409,120,19,55
791,120,8,29
1431,120,29,45
11678,120,17,39
10075,119,18,42
11220,119,45,30
6283,119,6,31
1093,119,28,56
9635,119,23,37
8658,119,34,33
5836,119,38,47
6771,119,24,52
13294,118,14,34
7889,118,12,33
7800,118,23,29
818,118,31,26
12140,118,29,44
9949,118,5,57
1537,118,19,31
11976,118,30,47
12171,118,19,23
4504,118,25,50
13655,118,26,32
3632,118,10,37
7864,118,27,54
11045,118,30,30
3523,118,18,32
1851,117,34,30
4553,117,18,50
6195,117,36,51
4167,117,24,55
8697,117,32,42
9982,117,15,37
11522,117,20,48
10892,117,30,48
12527,117,31,27
8763,117,21,48
6667,117,28,48
13683,117,11,41
12546,117,36,29
10129,117,29,47
11122,116,30,50
4119,116,12,36
10055,116,27,40
2229,116,35,42
830,116,39,33
3546,116,37,33
10175,116,29,35
4388,116,23,37
1365,116,4,39
12258,116,15,45
4819,116,15,27
9657,116,18,54
5283,116,18,48
10328,116,33,38
13260,115,22,30
9750,115,31,41
12346,115,28,28
6810,115,7,43
5445,115,14,26
6217,115,40,36
1795,115,17,34
5845,115,17,19
7274,115,29,44
8380,114,28,27
3003,114,21,44
7890,114,32,23
10230,114,23,45
1452,114,24,24
4707,114,22,39
5573,114,33,14
9666,114,28,37
11684,114,34,29
7399,114,32,33
8736,114,20,56
13921,114,18,40
3104,114,15,27
13,113,20,27
13702,113,19,54
6144,113,28,11
13744,113,16,37
7384,113,20,29
10092,113,18,30
886,113,33,41
10194,113,22,19
80,113,29,30
1592,113,18,21
10990,113,13,25
9190,113,15,25
4369,113,21,34
11945,113,18,25
2051,113,25,20
13484,112,9,49
5098,112,30,33
2624,112,21,32
8683,112,21,33
7826,112,11,25
12633,112,22,25
4691,112,32,56
1791,112,40,66
13457,112,32,51
1135,112,25,49
9132,112,27,46
12573,111,23,26
2057,111,16,38
8438,111,25,29
5556,111,17,33
4990,111,39,35
7566,111,28,46
1731,111,7,29
13009,111,27,30
13665,111,24,37
8152,111,28,42
2869,111,24,41
9746,111,21,48
6573,111,41,60
3707,111,32,46
7356,111,26,31
4225,111,6,26
12810,111,16,53
5586,110,28,31
13187,110,37,43
8203,110,31,36
13034,110,33,41
10896,110,24,40
5147,110,28,34
2990,110,27,50
13018,110,22,26
2232,110,16,23
1568,110,18,35
9570,110,14,22
4926,109,10,25
4475,109,17,26
3269,109,26,34
6004,109,30,57
6709,109,25,34
2256,109,32,39
243,109,27,33
8754,109,11,16
13462,109,33,30
10941,109,27,32
13199,109,21,46
3166,109,32,33
897,109,17,46
531,108,23,18
1254,108,9,54
8005,108,20,26
9423,108,24,49
10045,108,26,37
140,108,4,38
6797,108,23,50
820,108,30,46
13031,108,6,41
10540,108,18,37
1084,108,27,38
2087,108,11,37
963,107,31,45
10728,107,13,27
8852,107,14,22
10624,107,35,60
1769,107,7,29
540,107,14,44
2133,107,27,54
11704,107,21,28
13169,107,8,41
6982,107,28,43
4383,107,16,36
11146,107,26,24
1709,107,15,40
13198,107,16,37
12432,106,31,40
2681,106,16,35
12732,106,26,34
8655,106,16,31
4240,106,17,31
11382,106,33,25
3065,106,27,45
3313,106,22,43
3579,106,23,31
13170,106,21,48
4675,106,18,42
11267,106,16,33
10159,106,32,36
8115,106,23,32
4667,106,18,37
9236,106,35,60
978,105,28,34
6373,105,16,30
344,105,10,25
12467,105,19,31
158,105,9,21
2281,105,19,37
6380,105,23,34
3425,105,15,37
4806,105,25,52
10022,105,17,29
5545,105,20,33
172,105,23,37
11816,105,12,20
12403,105,23,48
3895,104,27,41
6493,104,18,32
10916,104,13,40
10518,104,22,36
4641,104,28,56
7463,104,13,44
9187,104,19,33
12445,104,11,34
5765,104,34,42
5813,104,26,37
7777,104,4,33
9196,104,14,40
5943,104,18,34
9707,104,36,20
3299,104,19,37
7436,103,15,36
2695,103,14,46
7756,103,17,28
5755,103,27,32
2216,103,29,46
5022,103,18,37
12544,103,17,43
10080,103,24,41
6559,103,33,33
551,103,9,35
12507,103,25,23
3948,103,33,45
10542,103,28,42
9538,103,31,54
12290,103,12,32
4214,103,24,33
8630,103,12,33
6469,103,29,25
12429,102,30,46
4082,102,24,45
625,102,18,37
12701,102,18,37
6919,102,15,24
2384,102,19,36
11602,102,13,35
5726,102,14,28
7080,102,23,27
6788,102,13,30
13511,102,10,24
7376,102,13,40
8445,102,10,25
9410,102,24,31
5821,101,19,37
10210,101,30,47
2746,101,34,36
2128,101,31,30
1414,101,15,24
8093,101,27,27
4911,101,30,32
13587,101,24,32
4226,101,25,36
11413,101,10,30
3068,101,15,18
1793,101,29,19
946,100,14,26
4449,100,35,45
1670,100,26,33
9900,100,4,28
12324,100,21,33
5684,100,16,36
1578,100,16,11
8011,100,23,40
1381,100,9,26
12210,100,5,23
12542,100,31,35
2937,100,17,18
6161,100,24,35
2724,100,28,30
9018,100,12,38
669,100,16,41
3792,100,35,8
12524,100,25,21
13540,100,21,30
13128,99,18,27
1560,99,22,36
11422,99,16,37
4047,99,21,30
1821,99,30,36
10016,99,30,37
2545,99,27,33
8983,99,26,34
3615,99,14,32
4374,99,17,22
1300,99,27,34
5116,99,16,34
1516,99,17,36
12483,98,21,24
9700,98,20,39
1936,98,13,28
10947,98,27,36
7577,98,19,22
1489,98,29,35
840,98,27,32
11211,98,29,44
9361,98,17,24
8648,98,29,13
2052,98,29,36
4331,98,29,34
799,98,32,33
13062,98,13,41
2838,97,16,32
13372,97,18,48
255,97,10,28
8035,97,9,36
10911,97,12,37
1430,97,34,34
7224,97,11,34
12707,97,30,25
4090,97,28,22
1678,97,16,31
6565,97,12,34
3258,97,10,30
4838,97,19,43
11806,97,40,40
2230,97,11,26
9609,96,12,24
6602,96,22,37
5058,96,42,49
6418,96,20,35
1013,96,10,69
662,96,37,38
2819,95,19,30
4394,95,14,26
7347,95,15,27
3621,95,20,32
12567,95,16,39
4017,95,31,43
5795,95,16,37
3771,95,18,24
5231,95,16,30
4182,95,41,35
2922,95,25,29
4938,95,22,40
2733,95,23,49
6499,95,27,28
10771,94,19,32
12234,94,10,39
7152,94,20,37
12975,94,18,36
9939,94,30,45
7881,94,13,26
12341,93,12,26
1344,93,28,11
4338,93,19,32
8392,93,10,36
994,93,25,32
8837,93,11,27
13957,93,22,39
2101,93,34,15
5792,93,14,29
9318,92,30,27
9239,92,13,24
11580,92,15,22
7215,92,29,40
8684,92,9,20
11118,92,5,19
5628,92,11,29
28,92,16,27
3859,92,23,36
7543,92,21,30
8103,92,13,40
10212,92,21,22
2896,92,17,20
12620,92,10,33
13463,92,27,34
13817,92,21,30
4079,92,21,31
1315,92,28,32
7387,91,7,33
11960,91,6,30
100,91,24,33
3693,91,3,27
9477,91,20,42
4160,91,43,51
8704,91,13,27
3095,91,20,16
1099,91,14,29
9685,91,17,21
1618,91,14,34
12079,91,1,30
8873,91,28,25
4886,91,13,35
1060,91,16,40
9414,91,17,35
3590,91,21,37
1683,91,10,42
13043,90,35,37
4441,90,20,45
14080,90,21,37
12449,90,35,26
7457,90,11,36
9170,90,17,35
12648,90,2,26
6972,90,15,30
9022,90,25,33
1980,90,17,28
7142,90,28,27
10482,90,16,26
5688,90,19,27
3412,90,22,34
2290,90,14,32
8058,90,12,35
13473,90,16,34
9385,90,19,53
1574,90,28,42
3505,90,14,28
12178,89,36,14
10750,89,17,27
2647,89,31,31
5903,89,8,23
4472,89,10,18
12628,89,8,26
2951,89,25,33
11029,89,7,24
1114,89,11,32
13498,89,18,32
1818,89,13,34
6252,89,7,20
3839,88,9,33
3542,88,20,26
11154,88,16,27
2185,88,24,31
10824,88,28,27
7770,88,18,29
3765,88,29,29
1925,88,9,31
2107,88,16,29
4535,88,9,28
12687,88,16,24
12325,88,33,41
1641,88,22,46
12851,88,9,35
9462,88,10,15
5252,88,12,29
6768,87,9,31
8310,87,9,26
7453,87,19,31
13815,87,9,41
5568,87,22,27
13350,87,44,55
1350,87,18,28
7821,87,16,19
4567,87,21,42
10882,87,23,30
6833,87,24,35
13632,86,26,38
10340,86,23,33
9217,86,14,24
11466,86,16,26
9137,86,31,32
2173,86,25,24
13910,86,18,26
3606,86,29,11
3884,86,9,53
6840,86,2,19
10227,86,27,27
7397,85,12,39
2091,85,20,37
5754,85,31,39
4359,85,13,25
2693,85,11,22
6012,85,9,34
4316,85,20,28
5169,85,20,41
1513,85,11,43
3184,85,24,33
3646,85,21,33
5497,85,12,43
11681,85,9,24
2269,85,17,23
13246,85,25,23
145,85,15,22
9534,85,12,25
3774,85,20,38
527,84,20,38
170,84,7,33
9655,84,25,27
5259,84,19,34
6764,84,13,34
8982,84,25,32
10214,84,12,34
1357,84,32,26
604,84,23,27
9424,84,2,29
454,84,26,36
3402,84,21,34
13477,84,9,27
7857,83,5,19
1495,83,18,41
7745,83,7,28
516,83,22,18
7001,83,21,32
6382,83,10,39
5063,83,36,25
9823,83,22,33
5233,83,13,33
11450,83,4,33
8938,83,22,25
7636,82,15,24
14015,82,19,22
8021,82,11,28
10654,82,11,23
9748,82,19,25
13339,82,7,36
1157,82,17,29
9426,82,16,32
458,82,17,30
9264,82,9,36
7352,82,26,24
189,82,21,29
9842,82,22,30
2956,82,23,33
1281,82,5,33
7916,82,19,30
6918,82,18,26
7449,82,2,27
1663,82,11,29
1436,82,21,26
1910,82,17,19
3900,82,20,35
6659,82,10,27
4980,81,30,35
7616,81,13,28
607,81,27,30
10237,81,10,32
10987,81,18,43
2673,81,8,20
6046,81,20,39
11943,81,14,38
4056,81,31,40
12464,81,21,23
8339,81,26,22
11851,81,9,24
10578,81,18,25
9289,81,6,39
8160,81,13,33
6818,81,25,38
1904,81,19,30
4512,81,21,36
6030,81,9,40
4508,81,16,20
350,81,29,37
343,81,13,25
11257,80,17,24
7973,80,13,19
14051,80,30,9
9513,80,18,27
12890,80,7,26
9698,80,27,23
4499,80,16,23
7812,80,39,52
5400,80,8,18
13885,80,24,30
2192,80,24,26
5028,80,14,18
82,80,18,33
6018,80,35,37
3423,80,21,11
97,80,15,38
9659,79,4,38
962,79,27,24
1117,79,16,21
808,79,21,31
4036,79,22,37
3242,79,20,26
4632,79,16,20
8443,79,23,20
3897,79,15,42
7049,79,20,37
2738,79,15,41
5743,79,19,34
11404,79,10,17
6883,79,2,12
1269,79,23,29
4016,79,4,22
13146,79,29,20
10502,79,22,33
4462,79,10,40
10568,79,28,33
3791,79,2,19
4215,79,8,33
12842,78,19,35
4044,78,25,23
6760,78,10,32
2818,78,12,31
10746,78,32,29
13030,78,24,18
9194,78,19,38
9553,78,24,25
2888,78,10,28
7134,78,9,23
6881,78,5,18
10264,78,8,36
2367,78,25,42
2328,78,18,44
8599,78,19,33
9243,77,24,34
11308,77,14,27
11654,77,16,18
9178,77,4,16
5315,77,22,28
6224,77,11,26
8659,77,9,25
7643,77,17,36
5871,77,28,12
2374,77,13,39
8110,77,3,15
5143,77,6,20
9378,77,25,17
10784,77,16,24
11387,77,18,20
3457,76,11,19
2449,76,22,25
679,76,23,43
13907,76,6,23
8885,76,24,30
9390,76,13,21
12478,76,10,20
8927,76,28,46
9710,76,9,23
7683,76,16,27
12866,76,19,32
336,76,14,23
5980,76,22,30
12222,75,15,24
3196,75,25,20
13795,75,12,17
503,75,13,27
12073,75,25,31
1480,75,8,15
2599,75,13,22
5291,75,25,35
402,75,21,25
11105,75,31,40
5101,75,20,24
4936,75,5,23
9031,75,11,27
13787,75,21,33
4500,75,14,30
4414,75,15,31
6399,75,21,29
5705,75,16,24
9965,75,20,29
3927,75,18,18
7734,75,3,24
9761,75,7,18
8372,74,17,20
2282,74,19,18
7373,74,16,24
4149,74,20,33
12768,74,9,23
3105,74,8,30
5122,74,5,26
9992,74,24,24
8641,74,16,34
102,74,16,27
1175,74,7,37
7078,74,17,30
6897,74,14,25
3729,74,19,34
2448,74,12,26
10028,74,8,25
581,74,10,19
11041,74,14,29
1611,74,24,24
4763,74,20,20
12525,73,22,18
6613,73,11,33
12315,73,4,23
8355,73,18,22
1760,73,6,34
6574,73,32,36
9116,73,17,27
12066,73,18,31
1755,73,15,29
6409,73,10,28
1008,73,25,29
12081,72,17,26
11953,72,26,18
1624,72,30,38
374,72,20,30
3161,72,20,26
13271,72,10,10
1163,72,19,19
4603,72,13,18
1901,72,18,19
420,72,10,28
9200,72,22,22
685,72,17,26
5664,72,7,28
3323,72,24,25
3098,72,10,11
1119,72,24,14
1180,72,17,23
8573,72,21,28
9315,71,13,26
8342,71,21,25
8397,71,5,31
1869,71,22,24
125,71,19,23
13799,71,22,30
3575,71,6,28
13228,71,12,23
5163,71,20,18
2531,71,15,27
9634,71,14,38
9471,71,17,19
2942,71,27,26
8123,71,19,28
10855,71,4,19
1139,71,14,23
9402,71,18,22
1014,71,11,14
1895,71,14,23
13195,71,20,28
7408,70,10,25
2884,70,28,32
6675,70,24,28
2707,70,12,25
2917,70,21,17
6950,70,7,24
6421,70,17,17
2014,70,18,18
3972,70,23,14
6867,70,21,29
392,70,12,26
2538,70,16,40
8166,70,8,28
7151,70,25,19
9915,70,17,27
6704,70,14,19
8243,70,27,38
13822,70,19,26
8002,70,15,15
5856,70,6,16
11000,69,10,24
11977,69,2,22
3836,69,12,22
2308,69,11,18
3864,69,25,24
11781,69,17,34
7306,69,3,26
4867,69,21,28
12216,69,15,14
6483,69,16,19
4959,69,9,13
10191,69,14,23
4845,69,13,35
2918,69,26,31
4851,69,13,26
3759,69,18,13
12552,69,12,16
1219,69,19,23
6831,69,8,31
5323,69,7,28
5260,69,22,37
12044,68,21,34
10887,68,23,26
14005,68,19,16
12336,68,1,13
13077,68,13,27
3681,68,25,30
13800,68,20,35
9362,68,13,30
4544,68,12,25
12310,68,11,19
8969,68,17,13
6037,68,12,28
4941,68,3,11
8761,68,27,29
9804,68,12,16
3108,68,20,20
3345,68,12,23
5910,68,11,11
11869,67,12,31
6812,67,5,15
9803,67,16,28
11852,67,15,27
5392,67,22,27
8189,67,12,26
6879,67,22,24
8917,67,19,21
5700,67,12,28
6470,67,22,25
10233,67,22,26
8089,67,20,32
10966,67,22,23
201,67,17,19
