user_id,buy,cart,fav,pv
75916920,17,85,137,2837
75927204,4,1,1,66
75945861,11,3,1,334
75971112,1,1,6,152
75976369,7,20,0,368
75978611,3,19,8,334
75981766,12,58,6,653
75986489,9,12,2,704
76003936,17,73,0,1758
76014275,13,12,0,716
76038007,0,5,2,778
76049101,7,13,0,205
76054159,2,1,0,81
76055683,3,0,0,516
76057733,0,0,1,23
76073975,31,45,71,2287
76080602,0,0,0,265
76085459,2,29,1,462
76090844,6,73,0,1484
76121487,17,18,3,1193
76143991,44,142,84,1251
76146995,6,11,0,334
76181117,2,8,0,487
76202623,1,8,6,126
76204767,1,10,4,689
76212088,5,0,6,622
76228001,7,39,2,908
76252012,10,15,37,2674
76253363,0,0,568,2465
76253881,15,66,3,1576
76269329,3,17,1,746
76271403,13,25,105,1515
76292653,13,62,76,1802
76297222,1,1,0,55
76314785,25,9,262,1543
76352172,23,61,1,1498
76359356,2,0,0,378
76388923,0,0,0,50
76398803,13,42,2,368
76520076,5,0,3,742
76550636,3,3,0,822
76558003,3,17,1,502
76568368,18,90,4,1778
76599103,14,35,0,2246
76602764,0,0,0,215
76604277,39,29,0,366
76606093,15,3,46,758
76608645,3,0,3,51
76626935,6,8,0,170
76627657,3,9,0,1105
76639598,1,33,0,279
76658341,8,80,0,1598
76679100,0,0,0,8
76689348,1,3,0,630
76707547,12,64,24,1590
76722375,2,1,0,60
76732078,21,187,10,2576
76740501,8,4,22,873
76755997,9,0,10,367
76758868,1,0,0,74
76777269,5,18,0,458
76780582,0,0,17,173
76784040,5,10,6,1910
76786143,12,21,35,702
76845781,8,57,3,1866
76865333,7,1,2,227
76879190,15,22,36,2352
76885686,2,37,1,732
76887456,2,1,50,2056
76896505,1,0,55,550
76910457,16,31,0,779
76917566,1,3,1,180
76930958,12,111,0,2214
76937095,57,12,31,677
76939979,1,0,12,236
76940638,0,3,0,208
76955385,5,7,0,116
76955668,4,3,0,188
76985951,20,7,0,342
76995126,15,68,62,976
76995710,3,9,0,147
77020029,0,2,0,108
77020117,12,13,1,537
77031104,1,16,0,517
77032998,18,28,1,654
77044248,4,2,2,275
77055357,5,0,380,3103
77055538,30,77,3,2611
77067135,1,2,0,52
77072530,6,12,1,399
77084854,1,0,0,47
77119566,15,5,87,1086
77119953,4,7,8,368
77121207,0,3,0,71
77128465,13,14,0,876
77128530,2,2,0,101
77130692,6,4,6,225
77134757,6,27,0,490
77139316,35,41,332,2915
77142272,12,65,9,627
77150532,72,159,1,3688
77163935,8,27,179,860
77204533,0,0,0,186
77212709,2,6,0,290
77237799,6,1,15,835
77252588,26,36,0,1115
77254417,0,2,2,156
77258315,3,12,59,1699
77260277,7,3,0,676
77275752,8,1,23,287
77294719,1,3,0,155
77306409,91,294,26,3031
77310910,2,0,1,2055
77320837,28,100,5,1738
77324134,48,87,4,3929
77339861,92,1091,47,8672
77362976,8,31,0,624
77374787,83,58,924,9714
77392405,0,0,1,312
77403305,8,32,1,1117
77432011,10,44,0,1473
77443046,55,25,237,4117
77455082,8,8,26,731
77455354,21,33,0,884
77496714,23,38,0,1186
77500052,8,0,5,740
77503143,7,8,0,1457
77514819,10,26,2,307
77522552,18,37,36,2702
77524894,10,26,72,2053
77528409,11,60,2,993
77528436,2,27,69,1444
77561428,3,12,0,244
77563495,3,2,0,375
77587823,0,5,80,1960
77591948,5,0,0,113
77630573,1,66,0,694
77661755,20,13,64,670
77683512,16,24,77,1348
77743407,18,76,0,799
77757645,2,1,0,103
77787471,1,2,1,31
77797798,7,6,0,707
77801990,13,2,15,544
77802678,14,21,5,594
77813021,12,2,18,589
77815658,5,1,0,134
77822835,0,2,15,1281
77840706,6,1,0,276
77844326,0,5,0,285
77845023,1,2,3,90
77868658,21,30,269,3831
77881862,24,87,22,661
77886379,0,1,0,35
77904805,0,0,3,148
77938710,0,0,4,25
77945945,8,2,25,734
77957775,13,3,0,350
77963009,2,0,1,109
77965060,14,155,1,2306
78044909,19,26,128,2735
78045043,10,4,0,471
78068981,12,46,31,2430
78074373,7,26,154,3864
78111998,3,4,2,1082
78127630,3,7,2,57
78129838,15,1,46,1349
78202306,8,7,0,608
78206223,3,2,16,700
78221884,0,0,0,50
78226298,4,0,4,42
78235318,6,6,0,317
78264855,1,0,0,54
78309060,4,1,8,437
78314284,12,25,2,890
78324634,45,128,3,1429
78329358,21,154,372,3860
78331026,50,60,120,4858
78354040,3,7,9,281
78354424,1,7,1,188
78357080,3,4,4,39
78391784,19,19,23,257
78397392,0,0,0,77
78445846,10,35,8,1202
78462766,21,4,47,626
78467491,18,30,153,1563
78477282,26,70,131,8365
78480196,46,71,2,2052
78522957,4,12,19,1007
78526913,0,0,0,2447
78529474,0,3,0,27
78537035,9,12,1,970
78566320,5,1,19,1981
78571658,35,216,14,6289
78574430,20,20,2,581
78587720,5,12,0,209
78595880,17,25,140,2166
78639114,5,5,5,499
78668192,10,20,1,477
78692954,30,40,0,486
78704357,2,27,154,4560
78722474,9,12,37,382
78760932,13,9,12,541
78779010,2,32,24,426
78794958,8,41,10,1162
78804173,5,2,0,377
78808413,0,11,14,778
78860938,0,6,2,1144
78877674,3,0,3,952
78888823,36,60,95,3445
78889829,22,71,1,2208
78890087,12,7,7,1034
78898649,7,19,35,3258
78947364,3,0,7,308
78992546,11,75,165,1143
79032446,7,26,3,621
79057120,41,80,1,1958
79062073,31,145,201,3016
79074116,10,4,53,501
79076274,3,2,7,1130
79107813,15,4,50,2797
79112468,9,23,291,4539
79134636,3,183,214,6911
79151138,5,0,0,282
79161711,10,18,2,931
79181598,2,1,2,8
79233582,3,0,0,712
79237680,1,8,0,157
79243315,8,31,0,642
79243483,16,35,5,1023
79244251,0,11,1,108
79253885,98,280,3,4504
79266183,20,18,20,1553
79268479,0,1,0,295
79269988,87,127,45,1727
79302874,5,5,0,47
79314283,7,19,0,180
79359253,6,22,1,1139
79362621,2,5,0,202
79383980,17,9,0,341
79384326,7,2,2,125
79403111,29,45,1,1355
79432796,1,10,0,133
79450083,0,0,0,189
79463651,2,17,50,1276
79472459,18,0,54,2185
79492036,21,6,5,698
79505279,9,15,8,711
79519527,4,4,59,889
79557421,2,2,0,1133
79558429,14,42,2,1588
79587494,30,96,438,6708
79603001,17,55,35,379
79603335,10,4,25,1022
79614874,1,2,0,66
79617414,2,0,0,383
79678094,26,24,16,1248
79681819,5,0,6,49
79690063,15,19,0,820
79702699,2,0,81,704
79763295,13,140,1,973
79787742,39,93,1,1213
79788089,15,23,22,765
79807237,5,0,1,1288
79807626,37,407,182,6559
79824809,23,127,32,1067
79844578,9,22,19,862
79876720,5,0,4,506
79913494,3,5,0,418
79927411,7,39,35,1190
79942814,0,0,0,97
79947662,15,2,12,882
79973073,27,4,91,1558
79990361,4,1,28,1794
80031113,5,3,4,859
80052488,29,146,10,2057
80057325,20,42,1,1149
80057429,13,12,3,482
80081386,10,19,5,670
80089562,40,77,16,2879
80109645,8,17,4,905
80112220,34,69,119,912
80115072,5,1,35,276
80115965,0,0,4,83
80125653,12,8,91,3007
80187043,2,0,0,169
80214639,6,10,4,538
80216957,4,65,1,587
80254452,12,9,20,2391
80263315,15,143,3,1451
80264762,21,66,39,1994
80274951,12,1,1,775
80281644,0,1,2,258
80283819,29,47,284,3835
80291753,3,2,0,139
80308823,2,2,0,101
80331565,1,13,0,378
80332039,26,82,1,1872
80345747,2,23,1,838
80378029,22,11,52,3759
80384982,10,12,2,528
80390220,10,11,26,569
80415557,18,63,43,2084
80421496,11,0,1,334
80422373,6,5,7,724
80443167,1,8,0,192
80458696,18,40,4,2920
80481728,5,156,20,5030
80481913,20,101,5,2945
80487881,8,16,0,898
80490154,2,1,0,326
80519771,1,6,0,202
80528162,4,1,43,2565
80548885,7,29,1,507
80552424,9,45,172,1248
80563035,5,34,0,753
80583776,2,0,22,1261
80638202,9,4,0,214
80648292,9,21,2,1148
80673818,9,56,9,1444
80680284,3,15,0,423
80699349,21,2,67,973
80703687,9,21,0,1320
80775941,5,154,97,6310
80781148,0,1,1,21
80795824,2,0,0,506
80798241,0,0,1,140
80803649,14,13,0,260
80808868,1,3,0,136
80838825,10,0,32,934
80894940,2,1,1,123
80945120,8,52,0,613
80954170,19,68,52,5195
80955364,1,1,11,675
80960440,2,13,2,369
80977557,12,21,2,1377
81037956,4,27,9,2182
81046312,18,30,294,2160
81049962,0,1,0,142
81076699,14,114,102,3990
81084835,4,8,54,491
81143356,12,19,0,625
81144389,3,1,9,94
81157363,9,54,1,771
81165817,0,0,0,682
81182608,32,86,150,3336
81196267,4,0,12,441
81220081,2,0,0,172
81245680,6,61,87,3785
81281336,3,2,0,408
81281654,2,11,0,1160
81295365,3,10,48,1369
81312893,8,8,4,510
81322348,11,31,132,3497
81328294,3,30,2,699
81341272,6,7,0,302
81368266,4,5,0,155
81406411,1,0,0,59
81419674,8,5,7,438
81424893,42,25,2,322
81444684,84,47,50,2659
81470571,6,1,1,642
81471953,17,41,65,1240
81479152,14,6,4,283
81497537,34,55,1,2045
81500257,22,26,128,4071
81503200,0,2,20,821
81506172,0,65,2,1450
81541985,9,5,6,1055
81542356,4,1,0,64
81542604,5,10,10,1039
81550710,12,49,13,899
81567660,9,6,0,725
81576763,2,0,0,71
81584249,15,18,100,1051
81586383,10,24,124,4097
81595167,7,2,66,1004
81607879,2,10,0,131
81608134,58,140,2,5219
81611585,25,117,65,5728
81612967,14,155,14,2492
81613966,14,45,2,904
81633439,36,85,57,2484
81635499,21,65,34,1394
81647004,2,4,7,64
81654342,6,8,16,930
81666196,9,1,0,286
81705986,3,0,2,1157
81729056,27,20,2,1682
81732161,17,60,4,564
81748621,0,0,0,115
81756097,15,13,1,1073
81769563,10,3,57,782
81814142,15,8,4,251
81840544,29,100,5,1993
81855599,1,5,1,93
81874936,3,1,0,79
81878304,20,54,0,1004
81901472,38,26,78,1797
81904568,18,97,3,1306
81919787,0,26,0,276
81923955,6,0,24,417
81925863,21,16,3,917
81933823,3,2,0,246
81958592,17,15,0,480
81960712,18,32,5,1093
81964332,8,52,147,3901
81964751,0,5,0,147
81995769,0,5,32,754
82008226,34,30,37,2078
82026505,15,23,0,256
82048591,4,1,8,345
82056066,9,30,8,1745
82061064,0,0,0,13
82061100,12,25,0,514
82076649,11,49,0,547
82095778,6,10,0,187
82109537,0,1,1,53
82144399,5,5,3,185
82169054,50,48,0,367
82187286,2,0,1,231
82209738,7,148,23,987
82226346,4,9,1,415
82245480,26,136,1,2008
82247926,2,0,3,347
82252219,0,0,0,1
82252304,3,24,0,113
82259162,45,157,516,6161
82263291,5,9,0,266
82271547,6,9,27,533
82295636,13,191,2,2009
82298309,0,0,0,53
82299002,0,8,3,944
82302996,53,99,11,2459
82320644,21,5,60,7591
82326585,4,13,20,482
82329199,18,5,0,478
82335494,6,1,33,2121
82362614,12,30,0,365
82384961,16,56,302,2329
82389748,4,2,0,1334
82414453,11,22,2,1699
82426549,0,0,0,5
82435724,7,65,1,508
82438723,48,167,8,1990
82448685,49,46,35,2590
82449509,8,6,0,230
82465279,0,0,0,74
82471776,0,20,2,421
82473850,11,41,0,733
82479585,5,1,2,1115
82483139,6,11,1,757
82524017,0,0,0,293
82532353,17,1,10,377
82539272,0,0,1,57
82572658,25,62,72,2917
82575380,16,113,117,6987
82595325,0,0,0,30
82604847,6,3,9,607
82628240,35,15,8,680
82643414,4,13,0,188
82649107,11,56,67,3456
82660191,0,17,2,268
82687808,8,18,1,1022
82698552,4,8,0,142
82705001,6,22,404,2521
82734120,4,4,0,77
82738660,12,31,26,516
82738686,9,8,57,1028
82740589,11,14,5,471
82756067,16,31,1,2160
82775878,8,19,2,505
82779553,6,2,0,398
82833924,8,13,0,412
82838416,12,28,11,1353
82853795,9,4,114,2549
82857884,15,39,1,981
82860631,8,21,37,840
82889783,4,2,0,20
82892371,16,51,2,1314
82902886,9,85,0,1576
82905542,77,440,103,9816
82914173,34,174,6,3243
82924944,3,0,0,53
82926069,61,65,0,968
82926163,13,30,144,1779
82936710,11,17,0,842
82945911,1,59,60,1442
82950102,0,0,0,8
82960193,9,45,51,8022
82962775,9,18,1,220
82996925,54,58,0,1318
83000130,5,0,0,212
83052065,2,2,81,1045
83055904,2,2,0,117
83058850,8,21,3,776
83062037,55,146,0,3513
83073587,29,366,3,3961
83080518,8,5,20,1983
83082415,0,1,0,61
83108816,7,16,0,522
83158116,6,48,14,2147
83173056,0,0,7,110
83262957,15,16,209,2963
83269367,0,0,1,909
83275852,56,190,2,1867
83279248,11,4,8,835
83307780,21,117,0,1086
83313393,2,1,6,819
83328872,7,34,0,418
83334493,12,7,9,746
83345819,25,42,0,1980
83346211,43,154,5,2114
83369179,11,20,0,522
83389532,6,3,0,422
83423107,25,150,12,1799
83424956,23,29,7,1739
83425764,14,15,17,650
83437514,2,2,0,198
83449637,1,10,0,402
83469580,2,1,0,41
83490019,2,4,0,93
83521932,10,7,1,1126
83531230,2,19,0,736
83539694,4,2,0,59
83543222,3,3,1,497
83546635,52,202,6,3628
83570876,16,3,108,4782
83583566,0,0,0,769
83584379,15,36,2,1385
83599484,7,3,7,379
83600056,20,22,60,1377
83607024,7,22,0,875
83618059,15,48,21,893
83619345,2,10,1,442
83661052,0,0,0,156
83666727,2,0,0,720
83679249,20,33,0,1114
83681730,17,22,1,1204
83687317,8,5,67,1354
83688949,28,164,25,5081
83699036,13,13,1,679
83735095,38,51,2,5605
83738555,10,6,0,288
83753093,5,1,0,187
83764719,18,12,305,4390
83768059,6,13,3,149
83768290,0,0,0,29
83781429,2,14,1,510
83797489,13,45,0,529
83802493,23,67,97,4978
83804673,1,0,0,235
83811107,2,0,4,30
83813302,16,81,277,16874
83823786,4,11,0,198
83832211,10,28,0,673
83836148,1,2,0,263
83847851,0,0,1,299
83851924,66,178,590,3945
83919959,2,1,0,127
83925215,16,42,3,1898
83928316,10,5,2,681
83929585,13,5,0,338
83934219,2,12,36,723
83954147,63,281,1,4080
83960181,14,80,31,4047
83974192,18,81,2,2217
83975368,1,4,1,20
83976569,0,0,0,705
83976914,57,195,4,5087
83977527,5,0,9,238
83978856,0,13,0,597
83988501,3,8,36,959
83988987,14,11,1,249
84009856,5,2,15,1320
84019407,19,14,3,685
84037292,0,6,1,91
84057565,6,4,1,75
84059253,0,6,0,224
84072731,1,9,1,283
84080163,14,121,1,1775
84121281,3,97,31,1961
84167844,5,42,0,854
84208789,8,15,2,205
84230181,7,2,103,395
84247610,41,24,38,2134
84263296,11,0,3,562
84267303,7,1,0,290
84281661,4,0,6,45
84281743,1,10,22,1525
84289150,12,32,12,1335
84307337,18,27,3,3855
84308150,0,15,122,2012
84328573,8,5,0,485
84340253,0,81,2,953
84374385,7,8,0,432
84406897,0,0,20,119
84414222,24,115,2,1686
84423663,15,4,26,677
84439492,5,2,0,76
84441355,8,31,2,1037
84445336,19,39,0,803
84465830,7,1,42,1045
84465849,19,282,236,7442
84469189,2,0,1,386
84469236,34,105,21,842
84480844,4,2,0,345
84492068,14,115,5,2582
84517694,32,86,2,1222
84556930,43,200,0,2500
84560829,7,160,57,1689
84560900,0,1,0,75
84566857,18,73,182,5704
84568949,3,5,2,389
84601374,0,4,28,209
84614339,2,0,3,25
84638310,6,13,6,938
84640132,16,54,0,1499
84645009,3,7,0,567
84676338,15,50,0,741
84698728,7,269,113,2965
84744429,1,3,0,81
84756365,3,6,15,608
84766191,5,14,1,1070
84786775,1,0,0,94
84809260,0,10,0,354
84826816,7,28,1,837
84865876,7,5,48,1325
84873122,7,6,21,807
84875269,1,2,7,195
84892889,13,3,26,5169
84894979,9,55,5,354
84902483,25,23,0,601
84914445,17,38,0,928
84916776,56,34,7,980
84949737,57,58,281,4910
84956161,8,4,23,341
84957645,0,0,0,108
84993562,6,13,2,545
85004126,8,8,4,327
85008352,12,41,1,2016
85016828,1,11,0,290
85025555,0,0,0,762
85031011,5,47,1,3375
85048948,11,28,1,155
85051568,1,0,0,339
85051939,5,23,3,1314
85052259,26,46,15,3050
85053285,23,30,5,785
85053429,15,18,1,1594
85057275,25,37,15,824
85061519,2,64,1,767
85063376,21,34,33,1990
85063972,6,45,1,1393
85064035,2,0,0,59
85071667,10,37,1,652
85081309,60,306,41,2915
85100350,1,6,76,766
85101585,1,21,0,292
85110777,20,14,8,185
85116533,0,0,0,82
85120673,10,115,151,3103
85129672,0,7,4,225
85160711,18,43,0,681
85164456,3,0,311,3075
85169785,4,5,38,1237
85178050,2,17,70,850
85188992,9,33,57,2583
85193905,11,103,7,1236
85203528,0,0,11,301
85217109,0,0,0,263
85236155,5,48,1,930
85271128,16,63,13,1708
85295844,6,5,0,259
85296442,21,43,1,1270
85308332,46,402,2,3635
85310681,17,13,10,801
85336332,116,448,17,5290
85354272,0,0,0,30
85356127,0,7,0,133
85372457,60,120,3,2054
85438708,6,42,17,627
85447850,33,43,333,2588
85497599,7,21,1,1020
85506238,7,21,12,296
85506999,4,12,5,415
85515812,21,50,0,655
85532545,5,3,59,1796
85550335,2,13,17,802
85558599,9,129,0,2088
85559921,3,2,0,164
85566132,4,0,519,1981
85578027,19,2,173,1694
85604732,2,0,0,137
85614421,0,0,5,47
85617134,16,6,6,236
85633095,38,250,0,4758
85642720,5,5,5,191
85646603,3,10,1,991
85652357,0,0,0,5
85660451,18,159,5,1341
85684824,14,36,0,1077
85724451,4,14,0,552
85745014,1,2,23,465
85775119,4,0,12,57
85788191,0,5,1,104
85804228,0,9,2,173
85822276,47,201,9,8043
85837173,1,2,0,64
85862488,61,20,9,3663
85867746,10,23,14,563
85877113,1,1,0,224
85894552,1,0,1,86
85897722,0,1,0,66
85910982,9,3,1,231
85922732,22,69,0,1368
85939471,10,9,26,594
85943972,19,22,0,278
85947802,1,0,0,111
85953088,0,6,2,116
85994287,12,106,3,2841
86010915,8,17,1,396
86011804,25,219,21,2206
86012881,4,13,1,1061
86015882,1,3,2,222
86017186,88,322,3,1862
86034641,22,6,8,789
86038768,25,10,126,2713
86062140,2,2,0,286
86075690,6,0,16,354
86103367,1,1,0,95
86107124,12,13,13,614
86173615,5,5,0,133
86180555,0,0,0,76
86239261,54,198,14,7126
86273519,12,27,194,2317
86282836,3,2,7,392
86287331,12,2,11,771
86299044,11,3,2,410
86323571,5,6,0,180
86328155,0,0,2,46
86340424,3,3,0,636
86369786,18,40,3,255
86388311,11,76,0,548
86419063,0,3,0,110
86435238,4,11,54,2023
86442990,22,29,20,1009
86443243,0,7,0,241
86458054,0,0,0,3
86505281,1,0,3,592
86523709,11,11,4,1296
86530795,10,40,113,1069
86531384,16,13,0,232
86563510,17,44,1,713
86568201,8,7,64,1049
86581662,10,21,0,584
86614500,41,98,155,2238
86616463,12,5,21,1448
86641829,1,1,0,28
86658749,19,13,15,985
86670881,0,1,0,148
86673531,2,34,0,845
86674738,10,5,0,964
86696356,2,10,0,174
86711898,9,42,0,2201
86717393,2,3,5,366
86723144,24,74,0,919
86723232,33,176,476,7104
86728681,0,3,33,350
86730643,8,3,0,127
86736998,4,1,6,154
86748372,29,22,103,3177
86756157,12,0,72,3579
86770260,9,12,164,3853
86785531,6,103,102,3146
86800877,6,3,2,324
86804290,49,193,0,2392
86817915,3,33,0,558
86823123,12,6,0,348
86839210,2,45,0,875
86845872,1,1,1,56
86863108,0,5,159,1457
86870442,5,2,0,182
86900115,11,17,1,605
86901628,4,84,2,736
86929922,0,2,0,115
86985041,1,5,4,150
87018990,7,0,19,1084
87026738,15,113,1,1453
87056353,7,19,0,544
87077725,2,0,0,64
87086124,3,62,46,1524
87098913,38,107,199,1703
87104389,8,88,5,1634
87119704,17,127,57,2854
87146362,3,3,0,143
87153634,2,0,5,400
87165474,69,132,178,2842
87182757,3,29,1,1066
87224584,2,1,0,1407
87229516,23,101,1,1225
87234675,8,7,2,497
87269189,9,19,0,591
87298447,19,63,0,1408
87326986,5,22,3,806
87338001,1,0,132,650
87348753,0,0,0,308
87351617,2,0,14,220
87351790,0,0,99,2291
87365875,6,11,37,1081
87385056,1,1,1,1370
87397369,3,1,0,35
87401754,2,0,12,505
87409081,1,0,15,393
87413989,61,147,50,3682
87442587,17,36,2,1181
87448522,5,77,0,1203
87466107,54,61,10,913
87467371,0,4,0,111
87475354,10,72,4,3681
87503748,2,2,10,647
87509181,3,2,6,441
87525318,0,1,0,143
87526438,15,30,1,680
87538023,8,40,3,1005
87542208,5,54,61,2503
87579407,13,11,28,1450
87594845,6,1,9,2567
87603845,28,168,14,1892
87610115,21,6,13,1440
87616807,19,45,6,1562
87634750,26,15,0,419
87642673,24,36,4,4326
87648643,28,92,12,873
87658501,16,17,157,6530
87674314,2,7,7,356
87677681,0,14,4,523
87684947,3,16,0,787
87732841,4,2,7,518
87751423,2,14,0,872
87799778,4,3,20,1341
87804477,2,2,0,107
87810699,0,0,0,74
87820307,31,63,5,670
87836751,0,0,2,291
87861593,2,20,1,274
87868887,9,4,4,1215
87876065,2,33,2,655
87895521,51,273,2,1560
87901815,3,1,55,471
87902771,3,0,5,384
87942719,43,221,5,3165
87944152,30,293,39,3476
87948577,15,36,1,438
87960257,9,19,11,309
87980818,2,8,0,108
87983348,109,465,1,4350
87990594,3,23,20,906
87998227,30,27,192,2963
88005937,3,1,0,147
88007634,17,3,0,553
88009446,2,43,0,2767
88055926,5,35,1,687
88076016,2,20,2,1751
88079688,68,121,44,4399
88090767,59,102,2,1573
88099922,4,0,0,359
88105291,1,1,0,96
88110636,13,6,208,3530
88111941,9,21,5,907
88120786,18,189,233,4294
88122205,9,6,13,162
88143584,4,34,3,1352
88150994,28,93,81,1805
88159912,2,66,1,1068
88196998,5,3,3,97
88209434,5,38,4,2194
88211444,14,29,0,310
88214207,0,1,0,69
88239724,2,2,2,110
88246742,4,7,0,183
88271974,10,45,1,1274
88276305,6,3,0,226
88290400,52,60,70,3899
88330035,0,0,0,170
88336278,24,39,3,612
88340891,34,68,112,1782
88364207,0,0,21,156
88374425,5,0,5,666
88405349,2,12,0,891
88447964,15,2,100,2721
88470992,12,115,0,1222
88493429,5,3,41,703
88496472,37,261,75,3322
88503688,128,274,44,4166
88504838,2,253,3,511
88513390,28,117,49,3313
88526460,12,11,0,305
88548564,5,0,61,926
88568494,6,16,13,820
88574383,0,5,0,4
88603547,1,0,12,468
88614983,6,4,5,412
88623283,18,12,14,792
88637394,7,27,0,350
88643555,8,40,37,570
88660059,0,0,0,15
88666055,3,1,27,1432
88679022,0,0,3,234
88691490,62,74,74,1846
88707443,6,19,0,694
88715260,21,34,21,2278
88735921,16,62,0,883
88749982,4,10,0,276
88753779,1,1,2,112
88811781,0,0,1,325
88815441,52,83,304,4429
88826481,2,15,1,365
88845531,0,0,0,208
88855760,0,7,1,770
88865653,7,15,36,2646
88884665,9,5,1,654
88901750,4,27,108,2354
88916048,22,56,63,1759
88922674,3,2,0,64
88927446,12,28,1,655
88945335,21,54,21,1846
88950524,34,67,8,1787
88953531,5,0,13,233
88967877,12,42,0,877
88972430,5,74,1,1110
89004886,5,3,0,130
89006471,2,2,23,176
89063931,0,10,1,123
89083541,6,273,0,2493
89104233,1,4,0,48
89105765,7,21,3,896
89118490,18,19,0,1078
89153511,13,16,18,1196
89160493,5,35,1,478
89183161,10,15,55,1406
89193034,2,1,2,525
89210176,4,7,5,631
89249164,23,70,305,3620
89256212,12,18,25,805
89258714,93,147,22,1381
89261071,8,0,0,52
89302742,10,48,0,1391
89320958,6,4,0,170
89327430,14,157,9,2012
89341994,1,24,2,737
89346491,12,62,0,676
89349895,2,4,0,110
89353720,1,7,0,121
89358432,8,16,0,197
89380977,2,56,2,1550
89384841,11,14,31,2418
89391097,0,1,0,76
89403474,0,0,0,383
89417510,11,106,3,1416
89426847,65,194,21,2641
89428650,8,175,213,4772
89430548,0,1,0,255
89492416,0,0,0,2
89495629,2,0,9,218
89538622,5,3,6,186
89543332,0,6,9,195
89545247,2,1,0,18
89583416,14,11,3,546
89610223,23,31,15,429
89618850,19,19,24,866
89627693,0,0,0,32
89644945,9,13,226,1567
89646454,1,0,0,545
89647768,6,93,0,4478
89692927,2,45,10,999
89710336,26,174,1,1761
89726077,1,1,5,511
89727305,4,8,0,901
89736791,8,45,55,3466
89737857,19,17,1,557
89748192,13,95,0,1458
89813223,2,0,0,140
89817349,7,14,0,444
89819548,2,7,0,128
89825616,16,104,0,1167
89831149,4,2,66,1240
89837777,0,17,0,463
89854830,9,15,0,606
89866622,2,0,0,284
89868154,2,0,3,754
89886681,55,214,49,2576
89888891,4,12,3,484
89899419,1,0,2,133
89901261,43,125,4,1885
89917648,6,7,2,629
89918216,23,42,13,849
89918724,6,6,17,838
89931597,0,0,18,764
89931825,68,160,82,6804
89946731,0,2,0,181
89953122,3,0,33,1159
89953582,4,1,4,252
89959759,1,1,0,57
89962630,23,109,8,3817
89991765,7,1,31,850
90009214,6,9,16,519
90019648,17,13,0,570
90024783,4,0,0,158
90030565,0,24,0,311
90033831,11,18,37,1719
90035027,71,401,31,6023
90047532,8,83,1,920
90065698,6,16,3,509
90078744,11,22,1,1849
90134900,21,53,1,1210
90144052,3,5,3,192
90168642,2,0,4,372
90180023,3,1,72,803
90194475,19,202,10,4008
90219738,1,1,2,196
90233877,9,48,119,2364
90241071,13,43,4,426
90251602,4,11,49,1339
90262162,8,13,33,768
90291184,5,11,0,298
90294602,0,0,0,200
90326641,10,17,0,961
90331505,25,52,144,5717
90333804,2,3,14,1018
90378059,3,24,9,616
90414084,3,39,23,1401
90433252,8,15,1,814
90433859,2,0,59,772
90442425,10,75,40,1121
90465249,8,1,0,236
90474934,1,1,1,323
90479167,20,0,17,482
90500697,8,2,0,134
90532631,2,0,0,75
90539396,3,1,0,243
90561434,11,26,71,2565
90568957,2,2,0,301
90633993,22,3,0,724
90642791,11,10,61,1415
90652803,1,5,0,267
90684505,6,21,0,366
90689083,13,8,120,2066
90690816,11,142,63,2409
90707560,4,274,0,2146
90710232,2,0,130,2378
90720609,38,475,58,3875
90721251,4,53,3,1633
90782194,4,5,0,71
90792846,0,0,325,3277
90798792,2,11,1,166
90805328,1,0,0,451
90823156,7,7,0,428
90853436,27,71,64,2665
90892502,8,5,46,569
90916467,7,18,0,199
90924422,48,286,13,4052
90934700,5,40,0,318
90937322,1,2,0,216
90943326,2,3,0,233
90958308,22,29,44,446
90980691,8,17,1,395
90984412,3,0,5,470
90996726,25,25,6,899
91010344,24,77,13,514
91056578,1,28,0,391
91057103,13,23,0,470
91078774,0,1,8,362
91081942,15,15,346,2055
91087067,31,21,34,1921
91090440,7,24,1,1160
91109694,7,5,6,409
91123846,4,80,1,1117
91162737,5,30,3,700
91183078,2,5,0,180
91190765,18,0,20,1744
91201929,4,57,3,882
91214457,7,0,29,1194
91222505,56,183,222,3908
91235467,5,8,0,407
91239449,32,35,92,3765
91256329,5,54,1,444
91272450,12,29,0,608
91284462,1,0,0,204
91301440,51,182,7,1696
91339068,12,89,30,5074
91342405,7,1,6,442
91351115,17,131,9,2839
91373045,79,259,1,3192
91373242,1,1,1,199
91375354,0,0,0,422
91380448,0,38,1,448
91388957,2,5,0,42
91424888,25,73,0,454
91451574,12,5,0,360
91489979,0,1,0,721
91495022,0,0,0,27
91496013,11,2,111,7899
91500491,0,14,2,311
91504246,19,44,0,1079
91508901,57,75,19,1243
91519514,6,21,0,299
91530370,8,13,11,363
91540968,12,13,91,1055
91552951,5,11,3,819
91557809,8,0,350,987
91595746,3,8,13,232
91617828,24,48,5,1754
91623653,17,26,2,1458
91632938,7,8,0,231
91638650,4,9,0,170
91673229,0,0,1,85
91675566,21,52,4,737
91687665,7,5,1,729
91704713,21,16,3,642
91712885,15,53,29,1187
91713527,10,9,39,1215
91719173,17,33,4,1807
91729153,4,87,1,1429
91730194,12,24,0,741
91731364,32,38,158,6156
91750843,2,1,1,603
91817248,11,11,0,377
91823027,41,49,8,1472
